method,task,sample_id,input_tokens,em,f1,answers,prediction
YaRN_x2,qasper,7,6354,0,0.2711864406779661,"[""CNN/DailyMail news highlights, New York Times Annotated Corpus, XSum"", ""the CNN/DailyMail news highlights dataset BIBREF24, the New York Times Annotated Corpus (NYT; BIBREF25), XSum BIBREF22""]", 1) CNN/DailyMail : 20 documents from the New York Times and 20 documents from the CNN website 2) NYT : 20 documents from the New York Times 3) XSum : 20 documents from the Amazon Mechanical Turk platform 4) Lead : 20 documents from the Stanford Core
YaRN_x2,qasper,8,3346,0,0.029850746268656716,"[""GM$\\_$KL achieves better correlation than existing approaches for various metrics on SCWS dataset.""]", 1. The proposed approach is based on the idea of using word embeddings to model word similarity and entailment . 2. The proposed approach is based on the idea of using word embeddings to model word similarity and entailment . 3. The proposed approach is based on the idea of using word embeddings to model word
YaRN_x2,qasper,9,5178,0,0.16129032258064518,"[""simply averaging the predictions from the constituent single models""]", 1) The ensemble method is based on averaging the predictions of the individual models . 2) The models are selected by greedy ensemble method . 3) The greedy ensemble method is based on the fact that the models are trained on disjoint subsets of the validation data . 4) The greedy ensemble method is based on
YaRN_x2,qasper,10,4449,0,0.05714285714285715,"[""Friends TV sitcom, Facebook messenger chats""]"," 1. EmotionLines : 1 @,@ 000 English dialogues with 3 @,@ 296 and 3 @,@ 536 utterances in Friends and EmotionPush , respectively . 2. Amazon Mechanical Turk : 15 @,@ 000 English dialogues with 3 @,@ 296"
YaRN_x2,qasper,11,3110,1,0.046511627906976744,"[""English"", ""Simple English""]"," English , but it can be easily extended to other languages . 1 ) it is a text simplification system , 2 ) it is a neural text simplification system , 3 ) it is a phrase @-@ based text simplification system , 4 ) it is a syntax @-@ based text simpl"
YaRN_x2,qasper,12,3225,1,0.13043478260869565,"[""IMDb dataset of movie reviews"", ""IMDb""]"," The IMDb dataset ( BIBREF11 ) , which contains 25 @,@ 000 sentences with half being positive and half being negative . 80 runs ( of about 160 minutes ) were conducted for the 15MB Wiki Abstract dataset with 80 serialized models totaling 15 . 80 runs ( for over "
YaRN_x2,qasper,13,8192,0,0.32558139534883723,"[""F1 scores of 85.99 on the DL-PS data,  75.15 on the EC-MT data and 71.53 on the EC-UQ data "", ""F1 of 85.99 on the DL-PS dataset (dialog domain); 75.15 on EC-MT and 71.53 on EC-UQ (e-commerce domain)""]"," 0 @.@ 5 F1 on DL-PS , 0 @.@ 8 F1 on EC-MT , 0 @.@ 9 F1 on EC-UQ . 0 @.@ 5 F1 on DL-PS , 0 @.@ 8 F1 on EC-MT"
YaRN_x2,qasper,14,4582,0,0.0,"[""No""]"," Yes , we have published a series of papers on the data . 1 , 2 , 3 , 4 , 5 , 6 , 7 , 8 , 9 , 10 , 11 , 12 , 13 , 14 , 15 , 16 , 17 ,"
YaRN_x2,qasper,15,8192,0,0.08955223880597014,"[""Custom dataset with user questions; set of documents, twitter posts and news articles, all related to finance."", ""a self-collected financial intents dataset in Portuguese""]"," The datasets used for the Wizard of Oz experiments are described in the paper "" Wizard of Oz : A Tool for Simulating Human Behavior in Machine @-@ Learning Systems "" . 1NN is used to generate the training set for the system . 1NN is also used to generate the test set for the system ."
YaRN_x2,qasper,16,8192,1,0.09523809523809523,"[""Energy with accuracy of 0.538"", ""Energy""]", The HealthCare and Energy sectors achieved the best performance . 1 @.@ 5 @-@ 2 @-@ 3 @-@ 4 @-@ 5 @-@ 6 @-@ 7 @-@ 8 @-@ 9 @-@ 10 @-
YaRN_x2,qasper,17,4997,0,0.1212121212121212,"[""RNN-based NMT model, Transformer-NMT""]", 1. RNN-based NMT models (including Moses ) 2. Transformer models 3. SMT models 4. 5 @-@ gram language models 5. 6 @-@ gram language models 6. 7 @-@ gram language models 7. 8 @-
YaRN_x2,qasper,18,4958,0,0.1694915254237288,"[""a regularization term associated with neutral features, the maximum entropy of class distribution regularization term, the KL divergence between reference and predicted class distribution"", ""a regularization term associated with neutral features,  the maximum entropy of class distribution, KL divergence between reference and predicted class distribution""]"," 1) The model is forced to approach the reference distribution , which is 1 : 1 . 2) The model is forced to approach the reference distribution , which is 1 : 1 @.@ 5 / 1 : 2 / 1 : 2 @.@ 5 . 3"
YaRN_x2,qasper,19,5803,0,0.4225352112676056,"[""SVM with unigram, bigram, and trigram features, SVM with average word embedding, SVM with average transformed word embeddings, CNN, ecurrent Convolutional Neural Networks, SVM and deep learning models with comment information"", ""SVM with unigram, bigram, trigram features, with average word embedding, with average transformed word embeddings, CNN and RCNN, SVM, CNN, RCNN with comment information""]"," 1) SVM with unigram , bigram , and trigram features , which is a standard yet strong classifier for text features ; 2) SVM with average word embedding , where a document is represented as a continuous representation by averaging the embeddings of the composite words ; 3) CNN and RCNN , where the"
YaRN_x2,qasper,20,3552,0,0.0,"[""They decrease MAE in 0.34""]", 1 @.@ 5 points on the development set and 1 @.@ 6 points on the test set . 1 @.@ 5 points on the development set and 1 @.@ 6 points on the test set . 1 @.@ 5 points on the development set and 1 @.@
YaRN_x2,qasper,21,7670,0,0.1643835616438356,"[""the attention heads in the proposed adaptively sparse Transformer can specialize more and with higher confidence"", ""We introduce sparse attention into the Transformer architecture""]"," 1. The authors show that the model is able to capture the role of the attention heads in the model , and that the model is able to learn the role of the heads . 2. The authors show that the model is able to learn the distribution of attention weights , and that the model is able to learn"
YaRN_x2,qasper,22,5005,0,0.08333333333333334,"["" MT system on the data released by BIBREF11"", ""Transformer base, two-pass CADec model""]"," the baseline is the model trained on 1 @.@ 5 million parallel instances . 1 @.@ 5 million instances were used for training the first @-@ pass model , and the remaining 1 @.@ 5 million instances were used for training the second @-@ pass model . 1 @.@"
YaRN_x2,qasper,23,5191,0,0.03389830508474576,"[""translation probabilities, Labeled Attachment Scores (LAS)"", ""accuracy, Labeled Attachment Scores (LAS)""]", We use BLEU and LAS for evaluation . 1 BLEU is the average length of the longest common subsequence between the input and the output . 1 LAS is the average length of the longest common subsequence between the input and the output in the dependency tree . 1 LAS is the average length of the longest
YaRN_x2,qasper,24,7375,0,0.33333333333333337,"[""the model is pre-trained on CTC-based ASR task and MT task in the pre-training stage.""]", The attention module is pretrained on the ASR model . 1st @-@ layer attention is pretrained on the ASR model and 2nd @-@ layer attention is pretrained on the MT model . 3rd @-@ layer attention is pretrained on the ASR model and 4th @-@
YaRN_x2,qasper,25,4776,0,0.0,"[""Unanswerable""]", 1. The system uses the following stylistic features to extract the cognitive features : 1.1. The system uses the following stylistic features to extract the cognitive features : 1.1.1. The system uses the following stylistic features to extract the cognitive features : 1.1.2.
YaRN_x2,qasper,26,2987,1,0.03773584905660378,"[""LSTM"", ""LSTM""]"," The encoder is a standard LSTM with 100 hidden units and 100 embedding units . The input is a sequence of characters , and the output is a sequence of words . 100 characters are encoded into 100 embedding units , and 100 embedding units are encoded into 100 words . 100 words are then concatenated into"
YaRN_x2,qasper,27,8192,1,0.037037037037037035,"[""Unanswerable"", ""Yes""]"," Yes , but the results are mixed . 1) The best models are able to answer most questions in the science domain , but the worst models are able to answer only 5 out of 24 questions . 2) The best models are able to answer most questions in the science domain , but the worst models are"
YaRN_x2,qasper,28,2668,0,0.0,"[""Unanswerable"", ""LF-MMI Attention\nSeq2Seq \nRNN-T \nChar E2E LF-MMI \nPhone E2E LF-MMI \nCTC + Gram-CTC""]"," 1D convolutional models ( <unk> ) , 2D convolutional models ( <unk> ) , and 3D convolutional models ( <unk> ) . 1D models are used for LibriSpeech and 2D models are used for WSJ . 3D models are used"
YaRN_x2,qasper,29,5188,0,0.0,"[""22,880 users"", ""20,000""]", 1 ( 1 ) 2 ( 2 ) 3 ( 3 ) 4 ( 4 ) 5 ( 5 ) 6 ( 6 ) 7 ( 7 ) 8 ( 8 ) 9 ( 9 ) 10 ( 10 ) 11 ( 
LAOPPE_L2,passage_retrieval_en,0,8192,0,0.08695652173913042,"[""Paragraph 15""]",  1. 2. 3. 4. 5. 6. 7. 8. 9. 10. 11. 12. 13. 14. 15. 16. 17. 18. 19. 20. 21.
LAOPPE_L2,passage_retrieval_en,1,8192,0,0.0,"[""Paragraph 8""]", The correct answer is 1. The correct answer is 1. The correct answer is 1. The correct answer is 1. The correct answer is 1. The correct answer is 1. The correct answer is 1. The correct answer is 1. The correct answer is 1. The
LAOPPE_L2,passage_retrieval_en,2,8192,0,0.0,"[""Paragraph 18""]",  1. The first step in the process of making a new language is to identify the language that is being used as a model. The second step is to determine the characteristics of the new language. The third step is to determine the characteristics of the new language. The fourth step is to determine the characteristics of the
LAOPPE_L2,passage_retrieval_en,3,8192,0,0.0,"[""Paragraph 17""]", The other side of the the other side of the the other side of the the other side of the the other side of the the other side of the the other side of the the other side of the the other side of the the other side of the the other side of the the other side of the the other side of
LAOPPE_L2,passage_retrieval_en,4,8192,0,0.0,"[""Paragraph 14""]", 1. The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
LAOPPE_L2,passage_retrieval_en,5,8192,0,0.0,"[""Paragraph 3""]", The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
LAOPPE_L2,passage_retrieval_en,6,8192,0,0.0,"[""Paragraph 24""]", The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
LAOPPE_L2,passage_retrieval_en,7,8192,0,0.0,"[""Paragraph 27""]", 1. The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
LAOPPE_L2,passage_retrieval_en,8,8192,0,0.0,"[""Paragraph 30""]"," 1\n\nQuestion: The following is a list of the top ten most popular sports in the United States. The list includes the number of fans who watch the sport, the number of fans who watch the game on television, and the number of fans who watch the game in person. The list is ordered from the most"
LAOPPE_L2,passage_retrieval_en,9,8192,0,0.1111111111111111,"[""Paragraph 12""]",  1.  2.  3.  4.  5.  6.  7.  8.  9.  10.  11.  12.  13.  14.  15.  16.
LAOPPE_L2,passage_retrieval_en,10,8192,0,0.0,"[""Paragraph 22""]", 1. The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
LAOPPE_L2,passage_retrieval_en,11,8192,0,0.0,"[""Paragraph 30""]"," Cody's ""warcycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycycyc"
LAOPPE_L2,passage_retrieval_en,12,8192,0,0.0,"[""Paragraph 24""]",  1. The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
LAOPPE_L2,passage_retrieval_en,13,8192,0,0.0,"[""Paragraph 19""]", 1\nExplanation: The first step is to find the correct answer. The first step is to find the correct answer. The first step is to find the correct answer. The first step is to find the correct answer. The first step is to find the correct answer. The first step is to find the correct answer
LAOPPE_L2,passage_retrieval_en,14,8192,0,0.0,"[""Paragraph 3""]", 1\n\nExplanation: The following is a list of the most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most
LAOPPE_L2,passage_retrieval_en,15,8192,0,0.0,"[""Paragraph 8""]", 1\n\nExplanation: The  1st  1st  1st  1st  1st  1st  1st  1st  1st  1st  1st  1st  1st  1st  
LAOPPE_L2,passage_retrieval_en,16,8192,0,0.0,"[""Paragraph 3""]", The Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston Charleston 
LAOPPE_L2,passage_retrieval_en,17,8192,0,0.0,"[""Paragraph 17""]"," The village of Koninigigisch has a strong association culture, with various local groups achieving notable success in their respective fields. In 1992, the local shooting club, Schutertj T T T T T T T T T T T T T T T T T T T T T T T"
LAOPPE_L2,passage_retrieval_en,18,8192,0,0.08695652173913042,"[""Paragraph 4""]",  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15  16  17  18  19  20  21 
LAOPPE_L2,passage_retrieval_en,19,8192,0,0.0,"[""Paragraph 3""]", 1. The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
LAOPPE_L2,passage_retrieval_en,20,8192,0,0.0,"[""Paragraph 24""]", Phphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphphph
LAOPPE_L2,passage_retrieval_en,21,8192,0,0.0,"[""Paragraph 2""]", 1. The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
LAOPPE_L2,passage_retrieval_en,22,8192,0,0.0,"[""Paragraph 6""]", 1. The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
LAOPPE_L2,passage_retrieval_en,23,8192,0,0.0,"[""Paragraph 12""]", 1\n\n## 2.2.1.1\n\nQ1: The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
LAOPPE_L2,passage_retrieval_en,24,8192,0,0.0,"[""Paragraph 24""]", 1\n\nExplanation: The following text is about the changing relationship between Tibet and India in the 1950s due to the Chinese Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist Communist
LAOPPE_L2,passage_retrieval_en,25,8192,0,0.0,"[""Paragraph 30""]", Arthur Arthur\nExplanation: The following is a list of the most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most popular and most
LAOPPE_L2,passage_retrieval_en,26,8192,0,0.03333333333333333,"[""Paragraph 1""]", 1. The horse race was a horse race that took place on 1 January 1933. The race was held at the Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal Royal
LAOPPE_L2,passage_retrieval_en,27,8192,0,0.08695652173913042,"[""Paragraph 6""]",  1. 2. 3. 4. 5. 6. 7. 8. 9. 10.\n\nAnswer:  1. 2. 3. 4. 5. 6. 7. 8. 9. 10.\n\n
LAOPPE_L2,passage_retrieval_en,28,8192,0,0.0,"[""Paragraph 8""]","  1. The first step is to create a list of all possible combinations of the given set of strings. For example, if the given set is {a, b, c}, then the possible combinations are {a, b, c}, {a, c, b}, {b, a, c},"
LAOPPE_L2,passage_retrieval_en,29,8192,0,0.0,"[""Paragraph 3""]", 1. The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The The
LAOPPE_L2,qasper,0,3855,0,0.1142857142857143,"[""Ground truth is not established in the paper""]", The authors are not aware of any existing standard for the establishment of the ground truth for the category of fake news. The authors are not aware of any existing standard for the establishment of the ground truth for the category of fake news. The authors are not aware of any existing standard for the establishment of the ground truth for the
LAOPPE_L2,qasper,1,3187,0,0.09876543209876543,"[""extension of the NetVLAD, adds Ghost clusters along with the NetVLAD clusters"", ""An extension of NetVLAD which replaces hard assignment-based clustering with soft assignment-based clustering with the additon o fusing Ghost clusters to deal with noisy content.""]", Ghost-VLDLL is an extension of the original VLLD algorithm [10] where we add a set of G G G G G G G G G G G G G G G G G G G G G G G G G G G G G G G G G G G G G G G G
LAOPPE_L2,qasper,2,4217,0,0.22580645161290325,"[""the attention model, MDREA, also outperforms the best existing research results (WAP 0.690 to 0.688)""]", The performance of our proposed model is 0.7% higher than the best previous results (WAP 0.6) when the model is applied to the IEMOCAP dataset.\n\nQuestion: What is the main advantage of your model over the previous ones?\nAnswer: Our proposed model is able to capture the
LAOPPE_L2,qasper,3,2833,0,0.03333333333333333,"[""using tweets that one has replied or quoted to as contextual information"", ""text sequences of context tweets""]"," We have used the following additional features: (1) the number of characters in the tweet, (2) the number of hashtags, (3) the number of hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags hashtags"
LAOPPE_L2,qasper,4,4295,0,0.07407407407407408,"[""FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney"", ""FoxNews, CNN, ESPN, New York Times, Time magazine, Huffington Post Weird News, The Guardian, Cartoon Network, Cooking Light, Home Cooking Adventure, Justin Bieber, Nickelodeon, Spongebob, Disney.""]", The following are the names of the 5 most popular pages (in order of popularity) that were used as a source of training data for our experiments:\n    - Fox News\n    - CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN CNN
LAOPPE_L2,qasper,5,5229,1,0.03636363636363636,"[""Yes"", ""Yes""]"," Yes, all the data is in English.\n\nQ: What is the difference between the two datasets?\nA: The first one is the original one, which is the same as the one used in the paper. The second one is our own, which is a more curated version.\n\nQ: What is the difference between the"
LAOPPE_L2,qasper,6,5491,0,0.08,"[""Answer with content missing: (Evaluation Metrics section) Precision, Recall, F1-scores, Strict match, METEOR, ROUGE-2""]"," We propose a new type of evaluation, based on the concept-mention-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m-m"
LAOPPE_L2,qasper,7,6354,0,0.08333333333333333,"[""CNN/DailyMail news highlights, New York Times Annotated Corpus, XSum"", ""the CNN/DailyMail news highlights dataset BIBREF24, the New York Times Annotated Corpus (NYT; BIBREF25), XSum BIBREF22""]"," We used three different datasets, namely the CNN/DADY"
LAOPPE_L2,qasper,8,3346,0,0.0,"[""GM$\\_$KL achieves better correlation than existing approaches for various metrics on SCWS dataset.""]", The proposed approach is different from other methods in the following ways:\n1. The proposed approach is different from other methods in the following ways:\na) The proposed approach is different from other methods in the following ways:\ni) The proposed approach is different from other methods in the following ways:\ni i) The proposed approach
LAOPPE_L2,qasper,9,5178,0,0.0273972602739726,"[""simply averaging the predictions from the constituent single models""]", The authors use a greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy greedy
LAOPPE_L2,qasper,10,4449,0,0.0,"[""Friends TV sitcom, Facebook messenger chats""]", The data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data data
LAOPPE_L2,qasper,11,3110,1,0.25,"[""English"", ""Simple English""]", English\n\nQuestion: What is the most important.....................................................................................................................................................................
LAOPPE_L2,qasper,12,3225,1,0.03076923076923077,"[""IMDb dataset of movie reviews"", ""IMDb""]", IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb IMDb
LAOPPE_L2,qasper,13,8192,0,0.13793103448275862,"[""F1 scores of 85.99 on the DL-PS data,  75.15 on the EC-MT data and 71.53 on the EC-UQ data "", ""F1 of 85.99 on the DL-PS dataset (dialog domain); 75.15 on EC-MT and 71.53 on EC-UQ (e-commerce domain)""]", The final results are shown in Table 2 and Table 3 .\n\n## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ## ##
LAOPPE_L2,qasper,14,4582,0,0.0,"[""No""]"," Yes, we have used the data in our previous paper (see above) and in our current paper (see above).\nQuestion: What is the difference between the two versions of the question?\nAnswer: The first version of the question asked about the use of the data in the previous paper. The second version of the question"
LAOPPE_L2,qasper,15,8192,0,0.06153846153846154,"[""Custom dataset with user questions; set of documents, twitter posts and news articles, all related to finance."", ""a self-collected financial intents dataset in Portuguese""]", The dataset used for training the classifier classifier is the one presented in the paper. The dataset used for testing the classifier classifier is the one presented in the paper.\n\nQuestion: What are the parameters of the classifier?\nAnswer: The parameters of the classifier are the following: C C C C C C C C C C C
LAOPPE_L2,qasper,16,8192,1,0.06557377049180328,"[""Energy with accuracy of 0.538"", ""Energy""]", The best performance is achieved by the Health Care and Energy sectors.\n\nQuestion: Which of the following statements is true?\n1. The best performance is achieved by the Health Care and Energy sectors.\n2. The best performance is achieved by the Financial Services and Technology sectors.\n3. The best performance is achieved by the Energy and
LAOPPE_L2,qasper,17,4997,0,0.0,"[""RNN-based NMT model, Transformer-NMT""]", R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R R
LAOPPE_L2,qasper,18,4958,0,0.075,"[""a regularization term associated with neutral features, the maximum entropy of class distribution regularization term, the KL divergence between reference and predicted class distribution"", ""a regularization term associated with neutral features,  the maximum entropy of class distribution, KL divergence between reference and predicted class distribution""]", The three proposed methods are the three ways to make the model more robust.\nQuestion: What is the difference between the three proposed methods?\nAnswer: The three proposed methods are different in the way they make the model more robust.\nQuestion: What is the difference between the three proposed methods?\nAnswer: The three proposed methods are
LAOPPE_L2,qasper,19,5803,0,0.0851063829787234,"[""SVM with unigram, bigram, and trigram features, SVM with average word embedding, SVM with average transformed word embeddings, CNN, ecurrent Convolutional Neural Networks, SVM and deep learning models with comment information"", ""SVM with unigram, bigram, trigram features, with average word embedding, with average transformed word embeddings, CNN and RCNN, SVM, CNN, RCNN with comment information""]"," Majority, SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM SVM"
LAOPPE_L2,qasper,20,3552,0,0.0,"[""They decrease MAE in 0.34""]", The difference between the best and the worst performance is 0.1% for the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
LAOPPE_L2,qasper,21,7670,0,0.05,"[""the attention heads in the proposed adaptively sparse Transformer can specialize more and with higher confidence"", ""We introduce sparse attention into the Transformer architecture""]", The main advantage of our approach is that it allows the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the
LAOPPE_L2,qasper,22,5005,0,0.03389830508474576,"["" MT system on the data released by BIBREF11"", ""Transformer base, two-pass CADec model""]", the baseline is the baseline of the baseline.\nQuestion: what was the baseline?\nAnswer: the baseline is the baseline of the baseline.\nQuestion: what was the baseline?\nAnswer: the baseline is the baseline of the baseline.\nQuestion: what was the baseline?\nAnswer: the baseline is the baseline of the baseline.\nQuestion
LAOPPE_L2,qasper,23,5191,0,0.06349206349206349,"[""translation probabilities, Labeled Attachment Scores (LAS)"", ""accuracy, Labeled Attachment Scores (LAS)""]"," We use the following metrics for evaluation: (1) accuracy for classification, (2) labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled labeled"
LAOPPE_L2,qasper,24,7375,0,0.1111111111111111,"[""the model is pre-trained on CTC-based ASR task and MT task in the pre-training stage.""]", The attention attentionalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalalal
LAOPPE_L2,qasper,25,4776,0,0.0,"[""Unanswerable""]", We have used the following types of features:\n1. Emotionally charged words\n2. Emotionally neutral words\n3. Emotionally neutral words with a high degree of emotionality\n4. Emotionally neutral words with a low degree of emotionality\n5. Emotionally neutral words with a
LAOPPE_L2,qasper,26,2987,0,0.0,"[""LSTM"", ""LSTM""]", The encoder is a standard 1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-26-27-28-29-
LAOPPE_L2,qasper,27,8192,1,0.031746031746031744,"[""Unanswerable"", ""Yes""]"," Yes, it is. The main reason is that the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the"
LAOPPE_L2,qasper,28,2668,0,0.0,"[""Unanswerable"", ""LF-MMI Attention\nSeq2Seq \nRNN-T \nChar E2E LF-MMI \nPhone E2E LF-MMI \nCTC + Gram-CTC""]", we used the following models:\n    - 1st order: 1st order linear learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner learner
LAOPPE_L2,qasper,29,5188,0,0.0,"[""22,880 users"", ""20,000""]", 1\nAnswer: 2\nAnswer: 3\nAnswer: 4\nAnswer: 5\nAnswer: 6\nAnswer: 7\nAnswer: 8\nAnswer: 9\nAnswer: 10\nAnswer: 11\nAnswer: 12\nAnswer: 13\nAnswer
